"id";"NB";"COUT";"ANNEE"
211944;1;1070,87;2017
212057;1;8413,47;2016
212225;1;245,06;2016
212380;1;113,91;2016
212703;1;2656,43;2017
212843;1;792,83;2017
213452;1;279,4;2016
213726;1;412,88;2018
214311;1;7290,65;2016
214496;1;437,14;2018
214587;1;473,94;2017
214710;1;1273,63;2018
215073;1;3994,28;2017
215241;1;24,52;2017
215674;1;1665,15;2017
215716;1;3662,53;2017
215806;1;485,36;2017
216078;1;3240,72;2018
216255;1;765,9;2018
216260;1;350,89;2017
216805;1;2901,25;2018
216936;1;1605,3;2018
216957;1;448,23;2016
217120;1;24,35;2018
217252;1;9275,63;2018
217283;1;743,99;2018
217353;1;1161,05;2016
217462;1;1655,24;2017
217808;1;418,95;2017
217997;1;581,52;2017
218190;1;1046,28;2018
218191;1;50,72;2018
218195;1;1609,93;2017
218280;1;3056,49;2016
218410;1;495,63;2016
218535;1;758,52;2017
218793;1;563,31;2017
218796;1;6526,18;2016
218994;1;1461,2;2017
219225;1;380,41;2018
219365;1;6584,12;2016
219487;1;539,76;2018
219646;1;15,22;2018
219700;1;241,86;2016
219817;1;900,78;2016
219828;1;1836,57;2018
220062;1;3288,33;2017
220070;1;3824,7;2018
220148;1;214,91;2017
220443;1;66,42;2017
220505;2;4744,36;2018
220540;1;2537,15;2016
220813;1;306,87;2017
221387;1;704,03;2017
221407;1;2007,79;2017
221923;1;183,52;2018
222280;1;3774,27;2016
222595;1;345,01;2016
222840;1;374,37;2018
222889;1;365,49;2016
223334;1;664,18;2017
223371;1;592,98;2017
223481;1;370,19;2016
223835;1;24,21;2016
224371;1;332,09;2017
224385;1;620,04;2017
224521;1;658,55;2016
224705;1;91,96;2017
225027;1;24,35;2018
225221;1;1456,09;2017
225228;1;263,71;2017
225395;1;2669,72;2016
225403;1;295,49;2018
225581;1;20,18;2016
225827;1;1520,38;2018
225858;1;1278,16;2016
226657;1;1229,42;2018
226890;1;2808,61;2016
227452;1;1894,77;2018
227878;1;206,81;2016
227901;1;2874,18;2018
227970;1;798,88;2017
228020;1;863,5;2016
228067;1;476,87;2018
228226;1;712,22;2018
228315;1;780,46;2017
228558;1;190,77;2018
228726;1;1405,86;2017
228751;1;336,18;2016
228843;1;5001,4;2017
228972;1;793,75;2017
229352;1;3826,41;2016
229408;1;270,78;2017
229452;1;4684,81;2017
229521;1;584,1;2016
229620;1;1258,91;2016
229685;1;735,47;2018
229808;1;310,31;2016
230349;1;1480,43;2018
230603;1;286,44;2017
230926;1;1578,38;2018
231064;1;419,79;2017
231344;1;1124,33;2017
231348;1;598,05;2017
231512;1;1422,81;2018
231574;1;1393,59;2018
231759;2;630,53;2018
231857;1;157,25;2018
231946;1;460,98;2016
231962;2;6617,86;2018
232004;1;378,3;2016
232307;1;3198,99;2016
232395;1;692,53;2017
233005;1;627,33;2018
233058;1;10350,68;2017
233092;1;1082,8;2017
233317;1;528,18;2017
233483;1;89,41;2017
233871;2;155,06;2016
233952;1;1110,97;2017
234126;1;105,92;2016
234607;1;1331,73;2016
235784;1;1669,89;2017
235853;1;282,78;2018
235865;1;161,01;2016
236407;1;563,16;2016
236729;1;993,46;2018
236794;1;77,25;2016
236828;1;919,49;2018
236920;1;24,21;2016
237296;1;1931,65;2016
237461;1;735,47;2018
237696;1;2943,66;2016
237816;1;302,64;2016
237909;1;708,38;2016
238058;1;659,07;2017
238138;1;130,14;2016
238213;1;3535,84;2017
238304;1;238,08;2017
238452;1;3293,03;2017
238583;1;24,21;2016
238666;1;2007,07;2018
238686;1;14,2;2018
238811;1;2716,85;2017
239250;1;354,37;2017
239287;1;1551,54;2018
239337;1;250,67;2018
239668;1;676,39;2018
239691;1;24,52;2017
239706;1;4245,33;2017
239755;1;140,22;2016
239762;1;732,19;2016
239836;1;1050,09;2018
239924;1;1945,99;2016
240173;1;14287,14;2016
240777;1;279,36;2016
240886;1;266,55;2018
241340;1;292,16;2018
241666;1;634,02;2018
241707;1;448,52;2016
241829;1;161,41;2016
241975;1;218,35;2017
242111;1;654,39;2018
242357;1;226,98;2016
242743;1;164,8;2017
242788;1;396,87;2017
242794;1;2157,56;2018
242960;1;385,42;2018
243311;1;9512,05;2016
243413;1;3414,81;2016
243422;1;4787,6;2016
243528;1;1705,68;2018
243580;1;1704,58;2018
243593;2;711,21;2016
243642;1;324,62;2018
243662;1;1566,1;2017
243770;1;125,39;2016
243814;1;233,24;2018
244128;1;3277,99;2017
244577;1;556,79;2017
244698;1;71,01;2018
244838;1;517,77;2018
244982;1;122,06;2017
245001;1;5295,86;2018
245090;1;154,19;2018
245134;1;522,86;2018
245179;1;1653,53;2018
245265;1;100,48;2016
245434;1;334,92;2016
246182;1;782,8;2018
246236;2;476,16;2016
246754;1;241,24;2016
246893;1;1451,33;2016
247051;1;1103,43;2016
247420;1;2564,09;2016
247527;2;1493,45;2017
247829;1;474,55;2018
247900;1;1017,12;2017
248151;1;510,91;2017
248269;1;734,21;2018
248387;1;1715,02;2017
248767;1;1895,29;2017
249689;1;263,75;2018
250412;1;1146,64;2018
250529;1;310,63;2016
250776;1;1169,81;2016
251052;1;5018,47;2018
251275;2;7375,82;2017
251348;1;3138,99;2017
251410;1;7540,54;2018
252231;1;141,34;2018
252305;2;2206,95;2017
252864;1;413,69;2018
253067;1;250,1;2016
253141;1;153,27;2017
253530;1;1196,41;2016
253532;1;462,64;2016
253577;1;1143,15;2018
253911;1;5629,47;2017
253963;1;531,6;2016
254271;1;3468,71;2016
254362;1;70,62;2016
254909;1;2582,8;2016
255137;1;330,81;2016
255324;1;1344,13;2018
255500;1;444,2;2016
255530;1;1148,1;2018
255677;1;353,1;2017
255791;1;405,62;2017
255863;1;327,86;2016
255947;1;1332,47;2018
256376;1;223,18;2018
256479;1;2129,11;2016
256585;1;1475,79;2016
256601;1;121,73;2018
256630;1;94,31;2017
256748;1;249,48;2017
256809;1;738,92;2018
256879;1;1594,24;2016
256939;1;4770,35;2016
256964;1;1046,29;2017
257366;1;625,46;2016
257809;1;756,96;2016
257942;1;315,13;2017
258095;1;24,52;2017
258268;1;152,17;2018
258489;1;677,78;2017
259171;1;688,56;2018
259248;1;431,14;2018
259285;1;2848,64;2018
259428;1;856,07;2016
259636;1;24,52;2017
259746;1;846,35;2018
260023;1;5,11;2017
260181;1;512,47;2016
260703;1;317,52;2018
260981;2;5358,94;2017
261226;1;230,28;2018
261581;1;80,11;2017
261672;1;3826,12;2017
261690;1;420,25;2017
262420;1;618,29;2018
262484;1;690,14;2018
262556;1;789,65;2016
263167;1;59,85;2018
263675;1;2469,45;2016
263682;1;55,88;2018
263823;1;6391,35;2018
263884;1;561,98;2018
263890;1;832,77;2018
264049;1;780,82;2016
264127;1;24,52;2017
264429;1;322,56;2016
265488;1;1895,76;2017
265521;1;1662,78;2018
265713;1;442,36;2016
265909;1;475,89;2018
266406;1;8087,23;2017
266708;1;54,57;2017
266803;1;2136,92;2016
266838;1;65,94;2018
266912;1;161,45;2017
267733;1;286,44;2017
267809;1;634,54;2016
267838;1;61,31;2017
267886;1;234,74;2018
267940;1;986,01;2018
268105;1;352,07;2016
268480;1;55,64;2018
268800;1;190,66;2016
269100;1;527,56;2017
269194;1;1288,21;2016
269348;1;184,02;2018
269525;1;441,05;2016
269623;1;1509,24;2016
269865;2;49,04;2017
270052;1;1466,58;2016
270203;1;724,78;2016
270246;1;1335,52;2017
270728;1;149,06;2017
270763;1;278,28;2018
271372;1;749,91;2018
271796;1;24,52;2017
271933;1;67,97;2018
272266;1;639,18;2016
272547;1;681,83;2016
272803;1;7652,41;2016
272810;1;519,54;2016
272887;1;153,1;2018
272905;1;28743,2;2018
273057;1;586,01;2017
273063;2;204,79;2016
273157;1;1340,64;2018
273164;1;24,52;2017
273581;1;1163,85;2017
273709;1;532,65;2016
273766;2;422,7;2016
273851;1;500;2017
273993;1;176,66;2017
274289;1;24,52;2017
274572;1;77,69;2018
274714;1;24,52;2017
274726;1;781,74;2017
275461;1;1484,05;2017
275749;1;3446,34;2017
275918;1;469,34;2018
276026;1;243,04;2016
276072;1;284,37;2018
276271;1;833,47;2018
276377;1;127,73;2017
276970;1;106,52;2018
276981;1;235,11;2018
277808;1;583,74;2017
278108;1;5039,58;2018
278292;1;24,21;2016
278403;1;1538,15;2016
278445;1;1185,4;2016
278896;1;2640,05;2016
278963;1;1447,2;2017
279240;1;25,36;2018
279573;1;776,76;2018
280185;1;245;2016
280432;1;228,25;2018
280655;1;710,2;2016
280796;1;460,98;2016
281008;1;117,84;2017
281043;1;225,13;2017
281139;1;958,09;2017
281616;1;531,29;2016
281662;1;5156,1;2018
282054;1;3206,75;2017
282112;1;2437,8;2017
282174;1;3562,1;2016
282399;1;1487,69;2017
282689;1;87,77;2016
283186;1;1052,46;2017
283458;2;208,78;2016
283530;1;2441,3;2018
283556;1;1897;2018
283787;1;812,85;2018
283973;1;11221,75;2018
284021;2;3043,53;2018
284106;1;79,5;2017
284204;1;322,42;2016
284243;1;2759,62;2016
284378;1;7066,99;2017
284486;1;927,61;2017
284754;1;295,61;2018
284910;1;330,71;2018
285100;1;94,14;2018
285169;1;1379,78;2017
285198;1;724,26;2017
285279;1;3912,87;2016
285350;1;24,52;2017
285373;1;625,66;2018
285465;1;2105,46;2016
285631;1;696,08;2016
285809;1;382,94;2016
286051;1;221,53;2016
286387;1;4938,79;2018
286495;1;6953,16;2018
286760;1;2554,61;2016
286933;1;16703,33;2018
287165;1;2687,92;2017
287493;1;520,41;2018
287618;1;193,13;2017
287735;1;9725,31;2016
288048;1;529,37;2018
288116;1;2987,43;2018
288138;1;389,6;2017
288185;1;324,94;2017
288240;1;4564,15;2017
288327;1;689,9;2018
288480;1;91,96;2017
288615;1;125,73;2017
288670;1;24,21;2016
288804;1;168,07;2016
289645;1;1360,1;2016
289687;2;48,7;2018
289912;1;2429,58;2018
289956;1;1713,68;2017
289959;1;1504,84;2018
290282;1;274,86;2018
290514;1;1914,19;2017
290536;1;5193;2018
290641;1;1600,47;2016
291170;1;1324,95;2017
291237;1;420,25;2017
291711;1;467,57;2018
292028;1;740,62;2018
292190;1;1416,06;2016
292211;1;438,97;2017
292474;1;1071,27;2017
292576;1;306,87;2017
292699;1;4216,92;2018
292702;1;6318,74;2017
293313;1;56,76;2018
293396;1;394,27;2017
293748;1;1161,53;2018
293749;1;506,42;2016
293805;1;24,52;2017
294097;1;9385,93;2017
294219;1;105,92;2016
294317;1;483,22;2016
294366;1;408,67;2016
294764;1;3021,11;2017
294838;1;5542,25;2018
295109;1;335,56;2017
295346;1;740,84;2017
295613;1;388,62;2017
296035;1;589,79;2018
296329;1;731,84;2017
296377;1;456,99;2016
296750;1;1494,02;2018
296756;1;843,4;2018
297494;1;734,37;2016
297590;1;4981,04;2017
297647;1;550,76;2017
298008;1;723,43;2016
298050;1;517,53;2016
298114;1;1387,11;2016
298288;1;414,47;2016
298368;1;6422,31;2018
298767;1;914,46;2018
298993;1;5630;2016
299037;1;934,28;2018
299222;1;334,95;2017
299247;1;674,89;2016
299277;1;1057,26;2016
299481;1;402,23;2016
299900;1;3318,95;2018
300136;1;5400,14;2017
300305;1;1102,29;2016
300363;1;280,92;2017
300412;1;153,59;2018
300634;1;837,86;2017
301080;1;1542,64;2017
301189;1;881,42;2017
301218;1;766,29;2016
301298;1;756,97;2018
301416;1;685,59;2016
301430;1;1135,85;2017
301692;1;630,5;2016
301727;1;201,76;2016
301740;1;1635,25;2016
302045;1;181,32;2017
302134;1;723,6;2018
302884;1;4310,96;2016
302908;1;2063,66;2017
302990;1;1649,21;2017
303132;1;148,49;2017
303189;1;1734,84;2017
303298;1;396,18;2016
303468;1;79,63;2018
303485;1;733,2;2018
303557;1;95,84;2016
303989;1;1185,44;2018
304292;1;362,16;2016
304315;1;846,24;2016
304360;1;827,96;2017
304685;1;16,71;2017
304686;1;57,21;2018
304726;1;1704,34;2018
304870;1;1694,39;2016
305164;1;593,85;2018
305174;1;923,46;2017
305307;1;54,48;2016
305655;1;312,07;2018
306266;1;1340,71;2016
306348;1;311,98;2017
306358;1;392,28;2018
306485;1;412,75;2018
306656;1;280,39;2018
306703;2;418,97;2018
306706;1;1208,21;2016
306712;1;421,49;2018
307676;1;2708,63;2017
307829;1;626,48;2017
308039;1;215,13;2016
308098;2;1878,27;2018
308182;1;2622,13;2018
308470;1;24,52;2017
308500;1;209,8;2017
308626;1;12654,47;2017
308686;1;828,15;2016
308836;1;347,12;2016
308861;1;391,15;2017
309327;1;1917,42;2018
309330;1;430,96;2016
309368;1;630,5;2016
309408;1;76,08;2018
309411;1;3729,35;2018
309695;1;163,49;2017
309750;1;1135,57;2017
310138;1;160,02;2017
310249;1;2028,77;2018
310278;1;681,88;2017
310493;1;678,79;2017
310510;1;160,28;2018
310519;1;787,61;2017
310855;1;640,03;2018
310856;1;967,45;2016
310906;1;250,59;2016
311057;1;985,89;2018
311308;1;391,98;2018
311855;1;2193,01;2018
311948;1;295,58;2016
311955;1;960,43;2018
311978;1;35,31;2016
312007;1;1032,58;2017
312042;1;5184,81;2017
312181;1;54,57;2017
312292;1;439,71;2017
312341;1;1208,04;2016
312642;1;2077,35;2017
312765;1;225,97;2016
312994;1;319,39;2016
313525;1;311,98;2017
313685;1;1098,19;2016
313824;1;854,65;2017
313959;1;438,97;2017
314075;1;24,35;2018
314284;1;280,37;2016
314343;1;80,7;2016
314380;1;810,84;2016
314402;1;255,23;2016
314576;1;1768,36;2017
314697;1;318,29;2018
314947;1;4530,16;2016
316664;1;361,05;2016
316709;1;5139,29;2017
316810;1;1704,58;2018
317197;1;143,05;2017
317213;1;1714,41;2017
317247;1;52,42;2016
317249;1;762,94;2018
317376;1;289,21;2017
317477;1;13972,2;2016
317660;1;730,92;2018
317695;1;3067,38;2017
317718;1;894,09;2017
317994;1;467,94;2018
318066;1;952,01;2017
318489;1;5332,55;2018
318576;1;1266,98;2016
318584;1;858,41;2016
319015;1;128,73;2018
319314;1;278,97;2018
319608;1;1149,96;2017
319626;1;523,58;2017
319651;1;50,44;2016
319692;1;2047,44;2017
319819;1;315,13;2017
320332;1;10612,54;2017
320351;1;100,19;2018
320683;1;235,35;2017
321164;1;712,22;2016
321405;1;545,14;2017
321664;1;325,84;2016
321944;1;445,3;2018
322023;2;2519,43;2018
322289;1;1465,05;2017
322561;1;888,03;2017
322769;1;1973,67;2016
322869;1;1010,44;2016
322877;1;24,52;2017
322974;1;332,42;2017
323058;1;8826,63;2017
323168;1;1578,38;2018
323573;1;1658,69;2018
323691;2;189,04;2018
323829;1;734,69;2018
324193;1;219,69;2017
324208;1;2489,03;2017
324216;1;904,28;2018
324226;1;5108,6;2018
324348;1;126,8;2018
324455;1;1045,2;2018
324584;1;252,2;2016
324699;1;160,4;2016
324722;1;103;2017
324866;1;2856,69;2016
324979;1;3133,06;2018
325058;1;291,83;2017
325580;1;2772,93;2016
325691;1;587,87;2017
325883;1;178,56;2016
325913;2;10831,08;2016
326177;1;1755,34;2017
326206;1;882,82;2018
326270;1;216,89;2016
326323;1;3556,32;2018
326590;1;2707,64;2016
326679;1;77,68;2016
326693;1;489,97;2018
326766;1;411,79;2017
326792;1;177,53;2018
327258;1;399,92;2016
328441;1;831,71;2017
328653;1;634,96;2018
328659;1;24,21;2016
328869;1;1223,64;2016
328885;1;56,73;2018
328924;1;37,81;2017
329036;1;86,23;2018
329511;1;24,35;2018
329606;1;1152,31;2018
329812;1;181,18;2016
329833;1;160,4;2016
329922;1;213,35;2018
330262;1;786,66;2018
330706;1;7741,82;2018
331233;2;2027,87;2016
331271;1;393,4;2017
331322;1;66,26;2018
331795;1;1808,38;2018
331973;2;1823,92;2016
332108;1;226,98;2016
332183;1;46,66;2018
332305;1;18795,56;2017
332478;1;4597,74;2016
332511;1;464,23;2017
332589;1;365,88;2016
332722;1;1369,44;2017
332887;1;40,35;2016
333082;1;1119,34;2017
333160;1;24,52;2017
333166;1;1212,33;2018
333203;1;6732,5;2017
333317;1;228,89;2017
333501;1;2423,63;2018
333866;1;21,72;2017
333892;1;213,03;2018
333939;1;949,43;2018
333948;1;204,83;2017
334572;1;116,49;2017
334732;1;596,25;2018
334802;1;1185;2016
335193;1;45,65;2018
335270;1;1586,68;2017
335365;1;520,74;2018
335366;1;2461,85;2016
335440;1;1183,27;2017
335499;1;721,83;2017
335688;1;52,42;2016
335710;1;469,4;2018
335784;1;1265;2018
335844;1;45,4;2016
336129;1;638,64;2017
336691;1;1624,12;2018
336767;1;194,53;2018
336826;1;1582,11;2016
337029;2;166,91;2018
337210;1;277,62;2016
337660;1;63,55;2016
337985;1;334,85;2018
338215;1;4665,04;2016
338362;1;1326,73;2017
338473;1;877,49;2018
338541;1;637,09;2018
338668;1;9673,68;2016
339060;1;1270,09;2016
339331;1;330,81;2016
339636;1;57,51;2017
339720;1;14086,39;2016
339890;1;15,22;2018
340254;1;1093,44;2016
340624;1;24,21;2016
341071;1;63,47;2016
341409;1;692,59;2017
341442;1;213,03;2018
341485;1;3309,36;2018
341512;1;218,1;2018
342470;1;1589,25;2017
342558;1;436,29;2018
342742;1;308,15;2018
342928;1;205,8;2016
343273;1;24,35;2018
343294;1;53,97;2018
343320;1;387,26;2016
343574;1;1223,64;2016
343994;1;443,88;2016
344030;1;6336,09;2017
344223;1;1955,07;2016
344388;1;294,27;2018
344416;1;1165,77;2017
344475;1;496,87;2017
344564;1;1716,98;2017
344588;1;1040,27;2017
344614;2;1112,03;2017
344818;1;90,79;2016
345051;1;4994,48;2018
345524;1;57,5;2016
345607;1;951,93;2017
345612;1;265,2;2016
345654;1;849,44;2016
345774;1;1598,51;2017
345800;1;488,84;2017
345919;1;486,77;2016
346023;1;1995,28;2017
346165;1;792,68;2018
346255;1;638,64;2017
346288;1;4250,29;2018
346392;1;793,65;2016
346658;1;2480,66;2016
346976;1;437,14;2018
347108;1;54,57;2017
347143;1;541,83;2018
347382;1;641,33;2018
347441;1;1170,92;2016
348065;1;506,76;2016
348421;2;4987,33;2018
349003;1;235,66;2016
349151;1;781,69;2017
349169;1;4598,89;2018
349387;1;10217,3;2016
349733;1;1484,05;2018
349922;1;3459,23;2018
350099;1;2376,46;2018
350163;1;9348,88;2017
350211;1;256,24;2016
350449;1;298,9;2018
350713;1;24,52;2017
350929;1;273,64;2017
351015;1;732,39;2016
351361;1;324,84;2016
351405;1;24,52;2017
351735;1;519,54;2016
351782;1;2257,12;2018
351797;1;821,09;2018
351816;1;9381,97;2017
351911;1;50,44;2016
352182;1;34,74;2017
352518;1;3647,72;2016
352631;1;908,72;2017
352653;1;47,68;2018
352683;1;24,35;2018
352703;1;2024,65;2016
352767;1;284,51;2018
352837;1;115,65;2018
352975;1;7434,77;2018
353020;1;509,45;2016
353187;1;298,04;2017
353196;1;24,21;2016
353249;1;77,64;2016
353263;1;3786,65;2018
353328;1;479,5;2017
353580;1;713,37;2018
353741;1;1308,24;2018
353770;1;2144,7;2017
353900;2;534,36;2018
354391;1;177,53;2018
354597;1;628,29;2016
355170;1;811,55;2018
355210;1;488,22;2017
355297;1;182,91;2017
355310;2;2760,49;2017
355938;1;188,61;2016
356085;1;217,14;2018
356550;1;148,74;2018
356951;1;5267,34;2018
356970;1;3297,74;2016
356993;1;410,39;2017
357026;1;2361,41;2018
357342;1;24,52;2017
357354;1;569,51;2018
357552;1;12134,95;2017
357679;1;24,21;2016
357747;1;262,29;2016
357866;1;298,75;2018
357968;1;665,41;2016
358299;1;199,27;2016
358700;1;2664,74;2017
359233;1;1124,9;2016
359328;1;198,23;2017
359364;1;171,14;2018
359423;1;722,71;2016
359479;1;608,55;2017
359573;1;13709,45;2016
359670;1;1087,15;2017
360104;1;40,58;2018
360182;1;1041,58;2018
360234;1;1691,73;2016
360261;1;6938,52;2017
360827;1;256,73;2018
360850;1;24,35;2018
361002;1;415,23;2016
361277;1;583,3;2018
361285;1;640,13;2018
361313;1;1398,15;2017
362583;1;1257,5;2018
362676;1;18358,72;2017
362713;1;960,77;2017
362747;1;3715,43;2018
362749;1;144,89;2017
362963;1;934,96;2017
363045;1;787,48;2016
363211;1;1206,72;2018
363422;1;56,2;2017
363447;1;24,21;2016
364121;1;172,51;2016
364279;1;300,67;2018
364431;1;3704,65;2018
364438;1;436,61;2018
364498;1;348,04;2016
364696;1;653,32;2018
364876;1;255,56;2017
365228;1;130,14;2016
365342;1;229,3;2016
365435;1;685,59;2016
365690;1;292,15;2016
365791;1;24,35;2018
365792;2;3346,36;2017
365801;1;1705,19;2018
365818;1;268,83;2018
365823;1;1927,37;2017
365883;1;3829,5;2018
365926;1;546,78;2018
366190;1;1506,68;2018
366354;1;775,16;2018
366376;1;6140,18;2018
366504;1;940,85;2017
366589;1;740,82;2017
366636;1;3499,73;2017
366736;1;24,52;2017
366752;1;517,36;2018
366786;1;888,37;2017
367031;1;1892,9;2018
367089;1;998,61;2018
367514;1;388,29;2017
367749;1;488,23;2018
367775;1;192,74;2018
367790;2;1920,61;2016
368233;1;2724,84;2018
368508;1;76,56;2017
368556;1;3608,28;2018
368683;1;382,34;2016
369002;1;728,35;2017
369194;1;920,46;2016
369345;1;534,36;2018
369483;1;392,39;2016
369620;1;24,52;2017
369817;1;271,37;2016
369821;1;24,52;2017
370134;1;380,41;2018
370180;1;1330,41;2017
370264;1;1434,82;2016
370588;1;88,64;2017
370663;1;2466,99;2018
370666;1;10844,01;2018
371078;1;315,88;2017
371224;1;651,75;2017
372244;1;2070,72;2017
372246;1;4228,8;2017
372276;1;173,51;2016
372354;1;569,08;2018
372441;1;1325,4;2017
372573;1;176,54;2016
372930;1;435,24;2018
372971;1;241,11;2016
373340;1;1141,24;2018
373443;1;740,54;2018
373506;1;24,35;2018
373572;1;19999,82;2017
373595;2;9729,54;2017
373917;1;742,12;2018
373978;1;1474,74;2018
374142;1;403,62;2017
374215;1;76,08;2018
374228;1;626,27;2016
374416;1;932,14;2016
374481;1;188,69;2018
374583;1;15,13;2016
374730;1;638,8;2017
374874;1;24,52;2017
375052;1;14900,64;2017
375240;1;131,96;2018
375330;1;391,56;2017
375416;1;14,35;2018
375472;1;674,62;2017
375483;1;5592,03;2017
375709;1;715,24;2016
375941;1;269,63;2016
376100;1;24,35;2018
376146;1;282,42;2018
376397;1;660,09;2017
376535;1;530,33;2018
376585;1;3367,02;2018
376616;1;541,89;2017
376679;1;1297,87;2018
376756;1;8673,77;2017
376866;1;559,89;2016
376974;1;895,74;2016
377110;1;127,73;2017
377122;1;111,98;2016
377264;1;1455,35;2017
377341;1;272,09;2017
377542;1;82,94;2018
377766;1;2651,86;2016
377784;1;132,81;2018
377834;1;361,21;2017
378266;1;718,44;2016
378377;1;268,22;2016
378441;1;232,31;2018
378460;1;2045,96;2018
378738;1;209,8;2017
378794;1;1238,71;2017
379074;1;254,62;2018
379135;1;225,97;2016
379190;1;574,23;2018
379242;1;4358,84;2016
379736;1;1617,08;2016
379741;1;2112,75;2018
379778;1;598,98;2017
379816;1;2176,8;2017
379980;1;305,55;2018
380104;1;1015,37;2016
380293;1;5901;2017
380295;1;2875,82;2017
380383;1;2002,48;2016
380763;1;733,58;2017
380809;1;943,51;2018
380886;1;21,05;2018
380998;1;54,48;2016
381191;1;230,28;2018
381254;1;1690,41;2017
381648;1;316,77;2016
382055;1;108,95;2016
382056;2;625,92;2017
382065;1;1642,66;2016
382236;1;451,87;2016
382287;1;1006,49;2017
382336;1;542,66;2016
382525;1;181,8;2017
382553;1;575,95;2016
382934;1;1609,36;2017
383088;1;780,57;2017
383184;1;1920,79;2017
383427;1;4909,57;2016
383581;1;182,09;2016
384074;1;24,52;2017
384238;1;61,31;2017
384596;1;2584,75;2018
384824;1;180,58;2016
384896;1;2812,27;2016
384904;1;1691,73;2016
385024;1;765,9;2018
385316;1;171,5;2016
385524;1;1329,63;2017
385590;1;1196,29;2016
385783;1;1718,4;2016
385817;1;966,84;2016
386349;1;696,14;2017
386395;1;1839,23;2017
386449;1;360,62;2017
386516;1;1394,77;2018
386700;1;116,66;2018
386818;1;5752,83;2017
387135;1;209,75;2016
387168;1;5114,8;2018
387210;1;395,96;2018
387221;1;3592,94;2018
387240;1;1830,74;2016
387769;1;400,55;2017
388262;1;253,82;2017
388272;1;967,2;2017
388344;1;1521,88;2017
388683;1;314,14;2016
388775;1;819,36;2018
388828;1;214,88;2016
388890;1;4246,53;2018
389108;1;382,18;2016
389273;1;689,9;2018
389619;1;158,38;2017
389890;1;692,59;2017
389912;1;533,59;2018
389955;1;1637,93;2017
390123;1;213,03;2018
390242;1;151,32;2016
390348;1;2154,19;2017
390506;1;5948,41;2017
390661;1;130,93;2017
390761;1;342,31;2017
391203;1;208,04;2018
391555;1;101,44;2018
391888;1;1657,47;2016
391972;1;2639,27;2017
392044;1;1150,05;2017
392379;1;623,96;2016
392453;1;40,87;2017
392474;1;85,75;2016
392781;1;1155,96;2017
392874;1;53,39;2016
393250;1;966,03;2018
393609;1;231,62;2016
393990;1;1359,35;2018
394830;1;1716,98;2017
394867;1;315,56;2016
394896;1;776,05;2018
394912;1;476,45;2018
394922;1;278,97;2018
395109;1;955,33;2018
395641;1;438,58;2018
396097;1;24,52;2017
396122;1;217,44;2017
396702;1;2566,9;2018
396835;1;1350,23;2017
397181;1;59,52;2016
398109;1;197,62;2017
398197;1;214,58;2017
398271;1;425,28;2017
398366;1;24,52;2017
398424;1;2863,95;2017
398771;1;24,52;2017
399141;1;1365,08;2018
399476;1;1629,76;2018
399574;1;569,67;2016
399712;1;51,61;2018
400036;2;360,13;2018
400304;1;634,02;2018
400543;1;178,82;2017
400580;1;1359,34;2017
400674;1;3413,5;2018
400694;1;382,34;2016
400845;1;24,21;2016
401017;1;24,35;2018
401143;1;151,32;2016
401260;1;83,58;2017
401461;1;24,52;2017
402121;1;334,85;2018
402176;1;823,26;2017
402453;1;113,59;2016
402534;1;316,71;2018
402569;1;2174,79;2018
402951;1;3636,19;2016
403007;1;503,4;2016
403101;1;302,64;2016
403139;1;1686,6;2018
403330;1;281,46;2016
403468;1;214,02;2016
403548;1;633,93;2017
403567;1;117,51;2017
403741;1;2510,4;2017
403916;1;234,74;2018
404538;1;471,41;2017
404672;1;473,94;2016
404731;1;1911,72;2016
404807;1;618,2;2017
405105;1;3268,45;2017
405262;2;289,5;2017
405667;1;6993,77;2016
405714;1;251,19;2016
406120;1;1939,4;2018
406203;1;1694,39;2016
406207;1;14,31;2017
406485;2;48,7;2018
406543;1;541,71;2018
406685;1;237,21;2016
406862;1;949,75;2018
406898;1;931,49;2018
406941;1;2554,5;2016
407008;1;6929,5;2016
407161;1;297,6;2016
407202;1;390,12;2018
407340;1;460,84;2017
407554;1;1766,06;2018
408127;1;234,74;2018
408185;1;734,04;2017
408189;1;950,62;2017
408447;1;275,25;2016
408552;2;732,05;2016
408601;1;512,8;2018
409024;1;115,26;2017
409512;1;280,99;2017
409515;1;1499,88;2016
409572;1;86,23;2018
409876;1;1463,7;2016
409906;1;15078,15;2016
410082;1;50,44;2016
410330;1;5179,48;2017
410331;1;1538,9;2016
410368;1;145,92;2017
410375;1;380,41;2018
410457;1;3021,38;2018
410635;1;164,66;2018
410822;1;1426,45;2016
411216;1;717,81;2017
411319;1;86,23;2018
411369;2;3808,58;2018
411596;1;138,34;2017
411632;1;7278,96;2016
411729;1;948,35;2018
412044;1;80,7;2016
412378;1;3795,63;2016
412738;1;213,03;2018
412911;1;15,13;2016
412925;1;100,43;2018
413140;1;24,35;2018
413396;1;89,78;2016
413525;1;75,66;2016
413621;1;23,84;2018
413629;1;1188,64;2018
413644;1;57,73;2017
413816;1;268,83;2018
413842;1;148,03;2018
413953;1;25,36;2018
414187;1;605,94;2017
414296;1;41,59;2018
414338;1;3894,94;2018
414394;1;3706,45;2018
414794;1;198,23;2017
414818;1;239,21;2017
415491;1;5049,44;2017
